X,Y,FID
630703.94,3684705.37,5493
630703.94,3683705.37,5494
630703.94,3682705.37,5495
630703.94,3681705.37,5496
630703.94,3680705.37,5497
630703.94,3679705.37,5498
630703.94,3678705.37,5499
630703.94,3677705.37,5500
630703.94,3676705.37,5501
630703.94,3675705.37,5502
630703.94,3674705.37,5503
630703.94,3673705.37,5504
630703.94,3672705.37,5505
630703.94,3671705.37,5506
630703.94,3670705.37,5507
630703.94,3669705.37,5508
630703.94,3668705.37,5509
630703.94,3667705.37,5510
630703.94,3666705.37,5511
630703.94,3665705.37,5512
630703.94,3664705.37,5513
630703.94,3663705.37,5514
630703.94,3662705.37,5515
630703.94,3661705.37,5516
630703.94,3660705.37,5517
630703.94,3659705.37,5518
630703.94,3658705.37,5519
630703.94,3657705.37,5520
630703.94,3656705.37,5521
630703.94,3655705.37,5522
630703.94,3654705.37,5523
630703.94,3653705.37,5524
630703.94,3652705.37,5525
630703.94,3651705.37,5526
630703.94,3650705.37,5527
630703.94,3649705.37,5528
630703.94,3648705.37,5529
630703.94,3647705.37,5530
630703.94,3646705.37,5531
630703.94,3645705.37,5532
630703.94,3644705.37,5533
630703.94,3643705.37,5534
630703.94,3642705.37,5535
630703.94,3641705.37,5536
630703.94,3640705.37,5537
630703.94,3639705.37,5538
630703.94,3638705.37,5539
630703.94,3637705.37,5540
630703.94,3636705.37,5541
630703.94,3635705.37,5542
630703.94,3634705.37,5543
630703.94,3633705.37,5544
630703.94,3632705.37,5545
630703.94,3631705.37,5546
630703.94,3630705.37,5547
630703.94,3629705.37,5548
630703.94,3628705.37,5549
630703.94,3627705.37,5550
630703.94,3626705.37,5551
630703.94,3625705.37,5552
630703.94,3624705.37,5553
630703.94,3623705.37,5554
630703.94,3622705.37,5555
630703.94,3621705.37,5556
630703.94,3620705.37,5557
630703.94,3619705.37,5558
630703.94,3618705.37,5559
630703.94,3617705.37,5560
630703.94,3616705.37,5561
630703.94,3615705.37,5562
630703.94,3614705.37,5563
630703.94,3613705.37,5564
630703.94,3612705.37,5565
630703.94,3611705.37,5566
630703.94,3610705.37,5567
630703.94,3609705.37,5568
630703.94,3608705.37,5569
630703.94,3607705.37,5570
630703.94,3606705.37,5571
630703.94,3605705.37,5572
630703.94,3604705.37,5573
630703.94,3603705.37,5574
630703.94,3602705.37,5575
630703.94,3601705.37,5576
630703.94,3600705.37,5577
630703.94,3599705.37,5578
630703.94,3598705.37,5579
630703.94,3597705.37,5580
630703.94,3596705.37,5581
630703.94,3595705.37,5582
630703.94,3594705.37,5583
630703.94,3593705.37,5584
630703.94,3592705.37,5585
630703.94,3591705.37,5586
630703.94,3590705.37,5587
630703.94,3589705.37,5588
630703.94,3588705.37,5589
630703.94,3587705.37,5590
630703.94,3586705.37,5591
630703.94,3585705.37,5592
630703.94,3584705.37,5593
630703.94,3583705.37,5594
630703.94,3582705.37,5595
630703.94,3581705.37,5596
630703.94,3580705.37,5597
630703.94,3579705.37,5598
630703.94,3578705.37,5599
630703.94,3577705.37,5600
630703.94,3576705.37,5601
630703.94,3575705.37,5602
630703.94,3574705.37,5603
630703.94,3573705.37,5604
630703.94,3572705.37,5605
630703.94,3571705.37,5606
630703.94,3570705.37,5607
630703.94,3569705.37,5608
630703.94,3568705.37,5609
630703.94,3567705.37,5610
630703.94,3566705.37,5611
630703.94,3565705.37,5612
630703.94,3564705.37,5613
630703.94,3563705.37,5614
630703.94,3562705.37,5615
630703.94,3561705.37,5616
630703.94,3560705.37,5617
630703.94,3559705.37,5618
630703.94,3558705.37,5619
630703.94,3557705.37,5620
630703.94,3556705.37,5621
630703.94,3555705.37,5622
630703.94,3554705.37,5623
630703.94,3553705.37,5624
630703.94,3552705.37,5625
630703.94,3551705.37,5626
630703.94,3550705.37,5627
630703.94,3549705.37,5628
630703.94,3548705.37,5629
630703.94,3547705.37,5630
630703.94,3546705.37,5631
630703.94,3545705.37,5632
630703.94,3544705.37,5633
630703.94,3543705.37,5634
630703.94,3542705.37,5635
630703.94,3541705.37,5636
630703.94,3540705.37,5637
630703.94,3539705.37,5638
630703.94,3538705.37,5639
630703.94,3537705.37,5640
630703.94,3536705.37,5641
630703.94,3535705.37,5642
630703.94,3534705.37,5643
630703.94,3533705.37,5644
630703.94,3532705.37,5645
630703.94,3531705.37,5646
630703.94,3530705.37,5647
630703.94,3529705.37,5648
630703.94,3528705.37,5649
630703.94,3527705.37,5650
630703.94,3526705.37,5651
630703.94,3525705.37,5652
630703.94,3524705.37,5653
630703.94,3523705.37,5654
630703.94,3522705.37,5655
630703.94,3521705.37,5656
630703.94,3520705.37,5657
630703.94,3519705.37,5658
630703.94,3518705.37,5659
630703.94,3517705.37,5660
630703.94,3516705.37,5661
630703.94,3515705.37,5662
630703.94,3514705.37,5663
630703.94,3513705.37,5664
630703.94,3512705.37,5665
630703.94,3511705.37,5666
630703.94,3510705.37,5667
630703.94,3509705.37,5668
630703.94,3508705.37,5669
630703.94,3507705.37,5670
630703.94,3506705.37,5671
630703.94,3505705.37,5672
630703.94,3504705.37,5673
630703.94,3503705.37,5674
630703.94,3502705.37,5675
630703.94,3501705.37,5676
630703.94,3500705.37,5677
630703.94,3499705.37,5678
630703.94,3498705.37,5679
630703.94,3497705.37,5680
630703.94,3496705.37,5681
630703.94,3495705.37,5682
630703.94,3494705.37,5683
630703.94,3493705.37,5684
630703.94,3492705.37,5685
630703.94,3491705.37,5686
630703.94,3490705.37,5687
630703.94,3489705.37,5688
630703.94,3488705.37,5689
630703.94,3487705.37,5690
630703.94,3486705.37,5691
630703.94,3485705.37,5692
630703.94,3484705.37,5693
630703.94,3483705.37,5694
630703.94,3482705.37,5695
630703.94,3481705.37,5696
630703.94,3480705.37,5697
630703.94,3479705.37,5698
630703.94,3478705.37,5699
630703.94,3477705.37,5700
630703.94,3476705.37,5701
630703.94,3475705.37,5702
630703.94,3474705.37,5703
630703.94,3473705.37,5704
630703.94,3472705.37,5705
630703.94,3471705.37,5706
630703.94,3470705.37,5707
630703.94,3469705.37,5708
630703.94,3468705.37,5709
630703.94,3467705.37,5710
630703.94,3466705.37,5711
630703.94,3465705.37,5712
630703.94,3464705.37,5713
630703.94,3463705.37,5714
630703.94,3462705.37,5715
630703.94,3461705.37,5716
630703.94,3460705.37,5717
630703.94,3459705.37,5718
630703.94,3458705.37,5719
630703.94,3457705.37,5720
630703.94,3456705.37,5721
630703.94,3455705.37,5722
630703.94,3454705.37,5723
630703.94,3453705.37,5724
630703.94,3452705.37,5725
630703.94,3451705.37,5726
630703.94,3450705.37,5727
630703.94,3449705.37,5728
630703.94,3448705.37,5729
630703.94,3447705.37,5730
630703.94,3446705.37,5731
630703.94,3445705.37,5732
630703.94,3444705.37,5733
630703.94,3443705.37,5734
630703.94,3442705.37,5735
630703.94,3441705.37,5736
630703.94,3440705.37,5737
630703.94,3439705.37,5738
630703.94,3438705.37,5739
630703.94,3437705.37,5740
630703.94,3436705.37,5741
630703.94,3435705.37,5742
630703.94,3434705.37,5743
630703.94,3433705.37,5744
630703.94,3432705.37,5745
630703.94,3431705.37,5746
630703.94,3430705.37,5747
630703.94,3429705.37,5748
630703.94,3428705.37,5749
630703.94,3427705.37,5750
630703.94,3426705.37,5751
630703.94,3425705.37,5752
630703.94,3424705.37,5753
630703.94,3423705.37,5754
630703.94,3422705.37,5755
630703.94,3421705.37,5756
630703.94,3420705.37,5757
630703.94,3419705.37,5758
630703.94,3418705.37,5759
630703.94,3417705.37,5760
630703.94,3416705.37,5761
630703.94,3415705.37,5762
630703.94,3414705.37,5763
630703.94,3413705.37,5764
630703.94,3412705.37,5765
630703.94,3411705.37,5766
630703.94,3410705.37,5767
630703.94,3409705.37,5768
630703.94,3408705.37,5769
630703.94,3407705.37,5770
630703.94,3406705.37,5771
630703.94,3405705.37,5772
630703.94,3404705.37,5773
630703.94,3403705.37,5774
630703.94,3402705.37,5775
630703.94,3401705.37,5776
630703.94,3400705.37,5777
630703.94,3399705.37,5778
630703.94,3398705.37,5779
630703.94,3397705.37,5780
630703.94,3396705.37,5781
630703.94,3395705.37,5782
630703.94,3394705.37,5783
630703.94,3393705.37,5784
630703.94,3392705.37,5785
630703.94,3391705.37,5786
630703.94,3390705.37,5787
630703.94,3389705.37,5788
630703.94,3388705.37,5789
630703.94,3387705.37,5790
630703.94,3386705.37,5791
630703.94,3385705.37,5792
630703.94,3384705.37,5793
630703.94,3383705.37,5794
630703.94,3382705.37,5795
630703.94,3381705.37,5796
630703.94,3380705.37,5797
630703.94,3379705.37,5798
630703.94,3378705.37,5799
630703.94,3377705.37,5800
630703.94,3376705.37,5801
630703.94,3375705.37,5802
630703.94,3374705.37,5803
630703.94,3373705.37,5804
630703.94,3372705.37,5805
630703.94,3371705.37,5806
630703.94,3370705.37,5807
630703.94,3369705.37,5808
630703.94,3368705.37,5809
630703.94,3367705.37,5810
630703.94,3366705.37,5811
630703.94,3365705.37,5812
630703.94,3364705.37,5813
630703.94,3363705.37,5814
630703.94,3362705.37,5815
630703.94,3361705.37,5816
630703.94,3360705.37,5817
630703.94,3359705.37,5818
630703.94,3358705.37,5819
630703.94,3357705.37,5820
630703.94,3356705.37,5821
630703.94,3355705.37,5822
630703.94,3354705.37,5823
630703.94,3353705.37,5824
630703.94,3352705.37,5825
630703.94,3351705.37,5826
630703.94,3350705.37,5827
630703.94,3349705.37,5828
630703.94,3348705.37,5829
630703.94,3347705.37,5830
630703.94,3346705.37,5831
630703.94,3345705.37,5832
630703.94,3344705.37,5833
630703.94,3343705.37,5834
630703.94,3342705.37,5835
630703.94,3341705.37,5836
630703.94,3340705.37,5837
630703.94,3339705.37,5838
630703.94,3338705.37,5839
630703.94,3337705.37,5840
630703.94,3336705.37,5841
630703.94,3335705.37,5842
630703.94,3334705.37,5843
630703.94,3333705.37,5844
630703.94,3332705.37,5845
630703.94,3331705.37,5846
630703.94,3330705.37,5847
630703.94,3329705.37,5848
630703.94,3328705.37,5849
630703.94,3327705.37,5850
630703.94,3326705.37,5851
630703.94,3325705.37,5852
630703.94,3324705.37,5853
630703.94,3323705.37,5854
630703.94,3322705.37,5855
630703.94,3321705.37,5856
630703.94,3320705.37,5857
630703.94,3319705.37,5858
630703.94,3318705.37,5859
630703.94,3317705.37,5860
630703.94,3316705.37,5861
630703.94,3315705.37,5862
630703.94,3314705.37,5863
630703.94,3313705.37,5864
630703.94,3312705.37,5865
630703.94,3311705.37,5866
630703.94,3310705.37,5867
630703.94,3309705.37,5868
630703.94,3308705.37,5869
630703.94,3307705.37,5870
630703.94,3306705.37,5871
630703.94,3305705.37,5872
630703.94,3304705.37,5873
630703.94,3303705.37,5874
630703.94,3302705.37,5875
630703.94,3301705.37,5876
630703.94,3300705.37,5877
630703.94,3299705.37,5878
630703.94,3298705.37,5879
630703.94,3297705.37,5880
630703.94,3296705.37,5881
630703.94,3295705.37,5882
630703.94,3294705.37,5883
630703.94,3293705.37,5884
630703.94,3292705.37,5885
630703.94,3291705.37,5886
630703.94,3290705.37,5887
630703.94,3289705.37,5888
630703.94,3288705.37,5889
630703.94,3287705.37,5890
630703.94,3286705.37,5891
630703.94,3285705.37,5892
630703.94,3284705.37,5893
631703.94,3704705.37,5894
631703.94,3703705.37,5895
631703.94,3702705.37,5896
631703.94,3701705.37,5897
631703.94,3700705.37,5898
631703.94,3699705.37,5899
631703.94,3698705.37,5900
631703.94,3697705.37,5901
631703.94,3696705.37,5902
631703.94,3695705.37,5903
631703.94,3694705.37,5904
631703.94,3693705.37,5905
631703.94,3692705.37,5906
631703.94,3691705.37,5907
631703.94,3690705.37,5908
631703.94,3689705.37,5909
631703.94,3688705.37,5910
631703.94,3687705.37,5911
631703.94,3686705.37,5912
631703.94,3685705.37,5913
631703.94,3684705.37,5914
631703.94,3683705.37,5915
631703.94,3682705.37,5916
631703.94,3681705.37,5917
631703.94,3680705.37,5918
631703.94,3679705.37,5919
631703.94,3678705.37,5920
631703.94,3677705.37,5921
631703.94,3676705.37,5922
631703.94,3675705.37,5923
631703.94,3674705.37,5924
631703.94,3673705.37,5925
631703.94,3672705.37,5926
631703.94,3671705.37,5927
631703.94,3670705.37,5928
631703.94,3669705.37,5929
631703.94,3668705.37,5930
631703.94,3667705.37,5931
631703.94,3666705.37,5932
631703.94,3665705.37,5933
631703.94,3664705.37,5934
631703.94,3663705.37,5935
631703.94,3662705.37,5936
631703.94,3661705.37,5937
631703.94,3660705.37,5938
631703.94,3659705.37,5939
631703.94,3658705.37,5940
631703.94,3657705.37,5941
631703.94,3656705.37,5942
631703.94,3655705.37,5943
631703.94,3654705.37,5944
631703.94,3653705.37,5945
631703.94,3652705.37,5946
631703.94,3651705.37,5947
631703.94,3650705.37,5948
631703.94,3649705.37,5949
631703.94,3648705.37,5950
631703.94,3647705.37,5951
631703.94,3646705.37,5952
631703.94,3645705.37,5953
631703.94,3644705.37,5954
631703.94,3643705.37,5955
631703.94,3642705.37,5956
631703.94,3641705.37,5957
631703.94,3640705.37,5958
631703.94,3639705.37,5959
631703.94,3638705.37,5960
631703.94,3637705.37,5961
631703.94,3636705.37,5962
631703.94,3635705.37,5963
631703.94,3634705.37,5964
631703.94,3633705.37,5965
631703.94,3632705.37,5966
631703.94,3631705.37,5967
631703.94,3630705.37,5968
631703.94,3629705.37,5969
631703.94,3628705.37,5970
631703.94,3627705.37,5971
631703.94,3626705.37,5972
631703.94,3625705.37,5973
631703.94,3624705.37,5974
631703.94,3623705.37,5975
631703.94,3622705.37,5976
631703.94,3621705.37,5977
631703.94,3620705.37,5978
631703.94,3619705.37,5979
631703.94,3618705.37,5980
631703.94,3617705.37,5981
631703.94,3616705.37,5982
631703.94,3615705.37,5983
631703.94,3614705.37,5984
631703.94,3613705.37,5985
631703.94,3612705.37,5986
631703.94,3611705.37,5987
631703.94,3610705.37,5988
631703.94,3609705.37,5989
631703.94,3608705.37,5990
631703.94,3607705.37,5991
631703.94,3606705.37,5992
631703.94,3605705.37,5993
631703.94,3604705.37,5994
631703.94,3603705.37,5995
631703.94,3602705.37,5996
631703.94,3601705.37,5997
631703.94,3600705.37,5998
631703.94,3599705.37,5999
631703.94,3598705.37,6000
631703.94,3597705.37,6001
631703.94,3596705.37,6002
631703.94,3595705.37,6003
631703.94,3594705.37,6004
631703.94,3593705.37,6005
631703.94,3592705.37,6006
631703.94,3591705.37,6007
631703.94,3590705.37,6008
631703.94,3589705.37,6009
631703.94,3588705.37,6010
631703.94,3587705.37,6011
631703.94,3586705.37,6012
631703.94,3585705.37,6013
631703.94,3584705.37,6014
631703.94,3583705.37,6015
631703.94,3582705.37,6016
631703.94,3581705.37,6017
631703.94,3580705.37,6018
631703.94,3579705.37,6019
631703.94,3578705.37,6020
631703.94,3577705.37,6021
631703.94,3576705.37,6022
631703.94,3575705.37,6023
631703.94,3574705.37,6024
631703.94,3573705.37,6025
631703.94,3572705.37,6026
631703.94,3571705.37,6027
631703.94,3570705.37,6028
631703.94,3569705.37,6029
631703.94,3568705.37,6030
631703.94,3567705.37,6031
631703.94,3566705.37,6032
631703.94,3565705.37,6033
631703.94,3564705.37,6034
631703.94,3563705.37,6035
631703.94,3562705.37,6036
631703.94,3561705.37,6037
631703.94,3560705.37,6038
631703.94,3559705.37,6039
631703.94,3558705.37,6040
631703.94,3557705.37,6041
631703.94,3556705.37,6042
631703.94,3555705.37,6043
631703.94,3554705.37,6044
631703.94,3553705.37,6045
631703.94,3552705.37,6046
631703.94,3551705.37,6047
631703.94,3550705.37,6048
631703.94,3549705.37,6049
631703.94,3548705.37,6050
631703.94,3547705.37,6051
631703.94,3546705.37,6052
631703.94,3545705.37,6053
631703.94,3544705.37,6054
631703.94,3543705.37,6055
631703.94,3542705.37,6056
631703.94,3541705.37,6057
631703.94,3540705.37,6058
631703.94,3539705.37,6059
631703.94,3538705.37,6060
631703.94,3537705.37,6061
631703.94,3536705.37,6062
631703.94,3535705.37,6063
631703.94,3534705.37,6064
631703.94,3533705.37,6065
631703.94,3532705.37,6066
631703.94,3531705.37,6067
631703.94,3530705.37,6068
631703.94,3529705.37,6069
631703.94,3528705.37,6070
631703.94,3527705.37,6071
631703.94,3526705.37,6072
631703.94,3525705.37,6073
631703.94,3524705.37,6074
631703.94,3523705.37,6075
631703.94,3522705.37,6076
631703.94,3521705.37,6077
631703.94,3520705.37,6078
631703.94,3519705.37,6079
631703.94,3518705.37,6080
631703.94,3517705.37,6081
631703.94,3516705.37,6082
631703.94,3515705.37,6083
631703.94,3514705.37,6084
631703.94,3513705.37,6085
631703.94,3512705.37,6086
631703.94,3511705.37,6087
631703.94,3510705.37,6088
631703.94,3509705.37,6089
631703.94,3508705.37,6090
631703.94,3507705.37,6091
631703.94,3506705.37,6092
631703.94,3505705.37,6093
631703.94,3504705.37,6094
631703.94,3503705.37,6095
631703.94,3502705.37,6096
631703.94,3501705.37,6097
631703.94,3500705.37,6098
631703.94,3499705.37,6099
631703.94,3498705.37,6100
631703.94,3497705.37,6101
631703.94,3496705.37,6102
631703.94,3495705.37,6103
631703.94,3494705.37,6104
631703.94,3493705.37,6105
631703.94,3492705.37,6106
631703.94,3491705.37,6107
631703.94,3490705.37,6108
631703.94,3489705.37,6109
631703.94,3488705.37,6110
631703.94,3487705.37,6111
631703.94,3486705.37,6112
631703.94,3485705.37,6113
631703.94,3484705.37,6114
631703.94,3483705.37,6115
631703.94,3482705.37,6116
631703.94,3481705.37,6117
631703.94,3480705.37,6118
631703.94,3479705.37,6119
631703.94,3478705.37,6120
631703.94,3477705.37,6121
631703.94,3476705.37,6122
631703.94,3475705.37,6123
631703.94,3474705.37,6124
631703.94,3473705.37,6125
631703.94,3472705.37,6126
631703.94,3471705.37,6127
631703.94,3470705.37,6128
631703.94,3469705.37,6129
631703.94,3468705.37,6130
631703.94,3467705.37,6131
631703.94,3466705.37,6132
631703.94,3465705.37,6133
631703.94,3464705.37,6134
631703.94,3463705.37,6135
631703.94,3462705.37,6136
631703.94,3461705.37,6137
631703.94,3460705.37,6138
631703.94,3459705.37,6139
631703.94,3458705.37,6140
631703.94,3457705.37,6141
631703.94,3456705.37,6142
631703.94,3455705.37,6143
631703.94,3454705.37,6144
631703.94,3453705.37,6145
631703.94,3452705.37,6146
631703.94,3451705.37,6147
631703.94,3450705.37,6148
631703.94,3449705.37,6149
631703.94,3448705.37,6150
631703.94,3447705.37,6151
631703.94,3446705.37,6152
631703.94,3445705.37,6153
631703.94,3444705.37,6154
631703.94,3443705.37,6155
631703.94,3442705.37,6156
631703.94,3441705.37,6157
631703.94,3440705.37,6158
631703.94,3439705.37,6159
631703.94,3438705.37,6160
631703.94,3437705.37,6161
631703.94,3436705.37,6162
631703.94,3435705.37,6163
631703.94,3434705.37,6164
631703.94,3433705.37,6165
631703.94,3432705.37,6166
631703.94,3431705.37,6167
631703.94,3430705.37,6168
631703.94,3429705.37,6169
631703.94,3428705.37,6170
631703.94,3427705.37,6171
631703.94,3426705.37,6172
631703.94,3425705.37,6173
631703.94,3424705.37,6174
631703.94,3423705.37,6175
631703.94,3422705.37,6176
631703.94,3421705.37,6177
631703.94,3420705.37,6178
631703.94,3419705.37,6179
631703.94,3418705.37,6180
631703.94,3417705.37,6181
631703.94,3416705.37,6182
631703.94,3415705.37,6183
631703.94,3414705.37,6184
631703.94,3413705.37,6185
631703.94,3412705.37,6186
631703.94,3411705.37,6187
631703.94,3410705.37,6188
631703.94,3409705.37,6189
631703.94,3408705.37,6190
631703.94,3407705.37,6191
631703.94,3406705.37,6192
631703.94,3405705.37,6193
631703.94,3404705.37,6194
631703.94,3403705.37,6195
631703.94,3402705.37,6196
631703.94,3401705.37,6197
631703.94,3400705.37,6198
631703.94,3399705.37,6199
631703.94,3398705.37,6200
631703.94,3397705.37,6201
631703.94,3396705.37,6202
631703.94,3395705.37,6203
631703.94,3394705.37,6204
631703.94,3393705.37,6205
631703.94,3392705.37,6206
631703.94,3391705.37,6207
631703.94,3390705.37,6208
631703.94,3389705.37,6209
631703.94,3388705.37,6210
631703.94,3387705.37,6211
631703.94,3386705.37,6212
631703.94,3385705.37,6213
631703.94,3384705.37,6214
631703.94,3383705.37,6215
631703.94,3382705.37,6216
631703.94,3381705.37,6217
631703.94,3380705.37,6218
631703.94,3379705.37,6219
631703.94,3378705.37,6220
631703.94,3377705.37,6221
631703.94,3376705.37,6222
631703.94,3375705.37,6223
631703.94,3374705.37,6224
631703.94,3373705.37,6225
631703.94,3372705.37,6226
631703.94,3371705.37,6227
631703.94,3370705.37,6228
631703.94,3369705.37,6229
631703.94,3368705.37,6230
631703.94,3367705.37,6231
631703.94,3366705.37,6232
631703.94,3365705.37,6233
631703.94,3364705.37,6234
631703.94,3363705.37,6235
631703.94,3362705.37,6236
631703.94,3361705.37,6237
631703.94,3360705.37,6238
631703.94,3359705.37,6239
631703.94,3358705.37,6240
631703.94,3357705.37,6241
631703.94,3356705.37,6242
631703.94,3355705.37,6243
631703.94,3354705.37,6244
631703.94,3353705.37,6245
631703.94,3352705.37,6246
631703.94,3351705.37,6247
631703.94,3350705.37,6248
631703.94,3349705.37,6249
631703.94,3348705.37,6250
631703.94,3347705.37,6251
631703.94,3346705.37,6252
631703.94,3345705.37,6253
631703.94,3344705.37,6254
631703.94,3343705.37,6255
631703.94,3342705.37,6256
631703.94,3341705.37,6257
631703.94,3340705.37,6258
631703.94,3339705.37,6259
631703.94,3338705.37,6260
631703.94,3337705.37,6261
631703.94,3336705.37,6262
631703.94,3335705.37,6263
631703.94,3334705.37,6264
631703.94,3333705.37,6265
631703.94,3332705.37,6266
631703.94,3331705.37,6267
631703.94,3330705.37,6268
631703.94,3329705.37,6269
631703.94,3328705.37,6270
631703.94,3327705.37,6271
631703.94,3326705.37,6272
631703.94,3325705.37,6273
631703.94,3324705.37,6274
631703.94,3323705.37,6275
631703.94,3322705.37,6276
631703.94,3321705.37,6277
631703.94,3320705.37,6278
631703.94,3319705.37,6279
631703.94,3318705.37,6280
631703.94,3317705.37,6281
631703.94,3316705.37,6282
631703.94,3315705.37,6283
631703.94,3314705.37,6284
631703.94,3313705.37,6285
631703.94,3312705.37,6286
631703.94,3311705.37,6287
631703.94,3310705.37,6288
631703.94,3309705.37,6289
631703.94,3308705.37,6290
631703.94,3307705.37,6291
631703.94,3306705.37,6292
631703.94,3305705.37,6293
631703.94,3304705.37,6294
631703.94,3303705.37,6295
631703.94,3302705.37,6296
631703.94,3301705.37,6297
631703.94,3300705.37,6298
631703.94,3299705.37,6299
631703.94,3298705.37,6300
631703.94,3297705.37,6301
631703.94,3296705.37,6302
631703.94,3295705.37,6303
631703.94,3294705.37,6304
631703.94,3293705.37,6305
631703.94,3292705.37,6306
631703.94,3291705.37,6307
631703.94,3290705.37,6308
631703.94,3289705.37,6309
631703.94,3288705.37,6310
631703.94,3287705.37,6311
631703.94,3286705.37,6312
631703.94,3285705.37,6313
631703.94,3284705.37,6314
632703.94,3704705.37,6315
632703.94,3703705.37,6316
632703.94,3702705.37,6317
632703.94,3701705.37,6318
632703.94,3700705.37,6319
632703.94,3699705.37,6320
632703.94,3698705.37,6321
632703.94,3697705.37,6322
632703.94,3696705.37,6323
632703.94,3695705.37,6324
632703.94,3694705.37,6325
632703.94,3693705.37,6326
632703.94,3692705.37,6327
632703.94,3691705.37,6328
632703.94,3690705.37,6329
632703.94,3689705.37,6330
632703.94,3688705.37,6331
632703.94,3687705.37,6332
632703.94,3686705.37,6333
632703.94,3685705.37,6334
632703.94,3684705.37,6335
632703.94,3683705.37,6336
632703.94,3682705.37,6337
632703.94,3681705.37,6338
632703.94,3680705.37,6339
632703.94,3679705.37,6340
632703.94,3678705.37,6341
632703.94,3677705.37,6342
632703.94,3676705.37,6343
632703.94,3675705.37,6344
632703.94,3674705.37,6345
632703.94,3673705.37,6346
632703.94,3672705.37,6347
632703.94,3671705.37,6348
632703.94,3670705.37,6349
632703.94,3669705.37,6350
632703.94,3668705.37,6351
632703.94,3667705.37,6352
632703.94,3666705.37,6353
632703.94,3665705.37,6354
632703.94,3664705.37,6355
632703.94,3663705.37,6356
632703.94,3662705.37,6357
632703.94,3661705.37,6358
632703.94,3660705.37,6359
632703.94,3659705.37,6360
632703.94,3658705.37,6361
632703.94,3657705.37,6362
632703.94,3656705.37,6363
632703.94,3655705.37,6364
632703.94,3654705.37,6365
632703.94,3653705.37,6366
632703.94,3652705.37,6367
632703.94,3651705.37,6368
632703.94,3650705.37,6369
632703.94,3649705.37,6370
632703.94,3648705.37,6371
632703.94,3647705.37,6372
632703.94,3646705.37,6373
632703.94,3645705.37,6374
632703.94,3644705.37,6375
632703.94,3643705.37,6376
632703.94,3642705.37,6377
632703.94,3641705.37,6378
632703.94,3640705.37,6379
632703.94,3639705.37,6380
632703.94,3638705.37,6381
632703.94,3637705.37,6382
632703.94,3636705.37,6383
632703.94,3635705.37,6384
632703.94,3634705.37,6385
632703.94,3633705.37,6386
632703.94,3632705.37,6387
632703.94,3631705.37,6388
632703.94,3630705.37,6389
632703.94,3629705.37,6390
632703.94,3628705.37,6391
632703.94,3627705.37,6392
632703.94,3626705.37,6393
632703.94,3625705.37,6394
632703.94,3624705.37,6395
632703.94,3623705.37,6396
632703.94,3622705.37,6397
632703.94,3621705.37,6398
632703.94,3620705.37,6399
632703.94,3619705.37,6400
632703.94,3618705.37,6401
632703.94,3617705.37,6402
632703.94,3616705.37,6403
632703.94,3615705.37,6404
632703.94,3614705.37,6405
632703.94,3613705.37,6406
632703.94,3612705.37,6407
632703.94,3611705.37,6408
632703.94,3610705.37,6409
632703.94,3609705.37,6410
632703.94,3608705.37,6411
632703.94,3607705.37,6412
632703.94,3606705.37,6413
632703.94,3605705.37,6414
632703.94,3604705.37,6415
632703.94,3603705.37,6416
632703.94,3602705.37,6417
632703.94,3601705.37,6418
632703.94,3600705.37,6419
632703.94,3599705.37,6420
632703.94,3598705.37,6421
632703.94,3597705.37,6422
632703.94,3596705.37,6423
632703.94,3595705.37,6424
632703.94,3594705.37,6425
632703.94,3593705.37,6426
632703.94,3592705.37,6427
632703.94,3591705.37,6428
632703.94,3590705.37,6429
632703.94,3589705.37,6430
632703.94,3588705.37,6431
632703.94,3587705.37,6432
632703.94,3586705.37,6433
632703.94,3585705.37,6434
632703.94,3584705.37,6435
632703.94,3583705.37,6436
632703.94,3582705.37,6437
632703.94,3581705.37,6438
632703.94,3580705.37,6439
632703.94,3579705.37,6440
632703.94,3578705.37,6441
632703.94,3577705.37,6442
632703.94,3576705.37,6443
632703.94,3575705.37,6444
632703.94,3574705.37,6445
632703.94,3573705.37,6446
632703.94,3572705.37,6447
632703.94,3571705.37,6448
632703.94,3570705.37,6449
632703.94,3569705.37,6450
632703.94,3568705.37,6451
632703.94,3567705.37,6452
632703.94,3566705.37,6453
632703.94,3565705.37,6454
632703.94,3564705.37,6455
632703.94,3563705.37,6456
632703.94,3562705.37,6457
632703.94,3561705.37,6458
632703.94,3560705.37,6459
632703.94,3559705.37,6460
632703.94,3558705.37,6461
632703.94,3557705.37,6462
632703.94,3556705.37,6463
632703.94,3555705.37,6464
632703.94,3554705.37,6465
632703.94,3553705.37,6466
632703.94,3552705.37,6467
632703.94,3551705.37,6468
632703.94,3550705.37,6469
632703.94,3549705.37,6470
632703.94,3548705.37,6471
632703.94,3547705.37,6472
632703.94,3546705.37,6473
632703.94,3545705.37,6474
632703.94,3544705.37,6475
632703.94,3543705.37,6476
632703.94,3542705.37,6477
632703.94,3541705.37,6478
632703.94,3540705.37,6479
632703.94,3539705.37,6480
632703.94,3538705.37,6481
632703.94,3537705.37,6482
632703.94,3536705.37,6483
632703.94,3535705.37,6484
632703.94,3534705.37,6485
632703.94,3533705.37,6486
632703.94,3532705.37,6487
632703.94,3531705.37,6488
632703.94,3530705.37,6489
632703.94,3529705.37,6490
632703.94,3528705.37,6491
