lat,lng,name
30.0618358198,34.9494047219,300
29.9716423204,34.9476408359,301
29.881447491,34.9458849332,302
29.7912513345,34.9441369836,303
29.7010538535,34.9423969571,304
29.6108550509,34.9406648241,305
29.5206549294,34.938940555,306
29.4304534918,34.9372241205,307
33.3061027792,35.1258442348,308
33.2159650005,35.1236610425,309
33.1258257874,35.1214875509,310
33.0356851422,35.1193237196,311
32.9455430675,35.1171695084,312
32.8553995658,35.1150248778,313
32.7652546395,35.112889788,314
32.6751082911,35.1107642,315
32.5849605232,35.1086480747,316
32.4948113383,35.1065413734,317
32.4046607389,35.1044440577,318
32.3145087275,35.1023560893,319
32.2243553067,35.1002774303,320
32.134200479,35.0982080431,321
32.0440442471,35.0961478901,322
31.9538866134,35.0940969342,323
31.8637275806,35.0920551384,324
31.7735671512,35.090022466,325
31.6834053279,35.0879988807,326
31.5932421133,35.0859843462,327
31.5030775099,35.0839788265,328
31.4129115205,35.0819822859,329
31.3227441476,35.0799946888,330
31.2325753939,35.0780160002,331
31.1424052621,35.0760461849,332
31.0522337548,35.0740852081,333
30.9620608747,35.0721330353,334
30.8718866245,35.0701896321,335
30.7817110069,35.0682549646,336
30.6915340246,35.0663289987,337
30.6013556802,35.0644117008,338
30.5111759766,35.0625030375,339
30.4209949164,35.0606029756,340
30.3308125024,35.0587114822,341
30.2406287374,35.0568285243,342
30.1504436241,35.0549540695,343
30.0602571652,35.0530880854,344
29.9700693636,35.05123054,345
29.879880222,35.0493814012,346
29.7896897433,35.0475406374,347
29.6994979302,35.045708217,348
29.6093047855,35.0438841088,349
29.5191103122,35.0420682818,350
29.4289145129,35.0402607049,351
33.3042191806,35.2331860015,352
33.2140878158,35.2308927897,353
33.1239550037,35.2286097667,354
33.0338207468,35.2263368901,355
32.9436850476,35.224074118,356
32.8535479087,35.2218214084,357
32.7634093326,35.21957872,358
32.673269322,35.2173460115,359
32.5831278794,35.2151232419,360
32.4929850074,35.2129103707,361
32.4028407085,35.2107073574,362
32.3126949855,35.2085141619,363
32.2225478408,35.2063307444,364
32.1323992772,35.2041570653,365
32.0422492972,35.2019930852,366
31.9520979035,35.1998387652,367
31.8619450988,35.1976940663,368
31.7717908857,35.1955589502,369
31.6816352668,35.1934333784,370
31.5914782449,35.191317313,371
31.5013198226,35.1892107163,372
31.4111600026,35.1871135506,373
31.3209987877,35.1850257787,374
31.2308361805,35.1829473636,375
31.1406721838,35.1808782686,376
31.0505068002,35.178818457,377
30.9603400326,35.1767678926,378
30.8701718836,35.1747265394,379
30.780002356,35.1726943614,380
30.6898314527,35.1706713233,381
30.5996591763,35.1686573895,382
30.5094855297,35.166652525,383
30.4193105156,35.164656695,384
30.3291341368,35.1626698647,385
30.2389563962,35.1606919998,386
30.1487772965,35.1587230661,387
30.0585968407,35.1567630296,388
29.9684150315,35.1548118565,389
29.8782318717,35.1528695134,390
29.7880473643,35.1509359669,391
29.6978615121,35.149011184,392
29.607674318,35.1470951318,393
29.5174857848,35.1451877776,394
29.4272959155,35.1432890891,395
33.3022429669,35.3405175563,396
33.2121183311,35.3381143676,397
33.1219922344,35.3357218556,398
33.0318646795,35.3333399759,399
32.9417356691,35.3309686844,400
32.8516052056,35.3286079375,401
32.7614732917,35.3262576916,402
32.6713399302,35.3239179035,403
32.5812051236,35.3215885304,404
32.4910688746,35.3192695297,405
32.4009311858,35.316960859,406
32.31079206,35.3146624763,407
32.2206514998,35.3123743398,408
32.130509508,35.3100964082,409
32.0403660871,35.3078286401,410
31.95022124,35.3055709947,411
31.8600749694,35.3033234314,412
31.7699272779,35.3010859097,413
31.6797781683,35.2988583895,414
31.5896276434,35.2966408311,415
31.4994757058,35.2944331948,416
31.4093223585,35.2922354414,417
31.319167604,35.2900475317,418
31.2290114453,35.287869427,419
31.1388538851,35.2857010887,420
31.0486949261,35.2835424787,421
30.9585345713,35.2813935587,422
30.8683728233,35.2792542912,423
30.7782096851,35.2771246385,424
30.6880451594,35.2750045635,425
30.5978792492,35.2728940289,426
30.5077119571,35.2707929982,427
30.4175432862,35.2687014346,428
30.3273732392,35.266619302,429
30.237201819,35.2645465643,430
30.1470290286,35.2624831856,431
30.0568548707,35.2604291304,432
29.9666793483,35.2583843633,433
29.8765024644,35.2563488491,434
29.7863242217,35.2543225531,435
29.6961446233,35.2523054405,436
29.6059636721,35.2502974769,437
29.515781371,35.2482986281,438
29.425597723,35.2463088602,439
33.3001741685,35.4478384101,440
33.2100565766,35.4453252892,441
33.1199375097,35.4428233325,442
33.0298169706,35.4403324938,443
32.9396949618,35.4378527269,444
32.8495714862,35.4353839861,445
32.7594465464,35.4329262259,446
32.6693201451,35.4304794012,447
32.5791922851,35.4280434671,448
32.4890629691,35.4256183792,449
32.3989321999,35.4232040931,450
32.3087999801,35.4208005649,451
32.2186663126,35.4184077511,452
32.1285312001,35.4160256081,453
32.0383946454,35.413654093,454
31.9482566513,35.411293163,455
31.8581172206,35.4089427755,456
31.767976356,35.4066028884,457
31.6778340604,35.4042734597,458
31.5876903365,35.4019544478,459
31.4975451873,35.3996458114,460
31.4073986155,35.3973475092,461
31.317250624,35.3950595005,462
31.2271012156,35.3927817447,463
31.1369503932,35.3905142016,464
31.0467981596,35.3882568311,465
30.9566445178,35.3860095934,466
30.8664894705,35.3837724492,467
30.7763330207,35.381545359,468
30.6861751713,35.3793282841,469
30.5960159252,35.3771211856,470
30.5058552852,35.3749240251,471
30.4156932544,35.3727367644,472
30.3255298356,35.3705593655,473
30.2353650318,35.3683917908,474
30.1451988459,35.3662340028,475
30.0550312809,35.3640859642,476
29.9648623397,35.3619476382,477
29.8746920254,35.359818988,478
29.7845203408,35.357699977,479
29.694347289,35.3555905692,480
29.604172873,35.3534907285,481
29.5139970958,35.3514004191,482
29.4238199603,35.3493196054,483
33.2980128173,35.5551480743,484
33.2079025841,35.5525250679,485
33.1177908612,35.549913713,486
33.0276776513,35.5473139613,487
32.9375629572,35.5447257647,488
32.8474467817,35.5421490755,489
32.7573291276,35.5395838462,490
32.6672099977,35.5370300297,491
32.5770893947,35.5344875793,492
32.4869673216,35.5319564484,493
32.3968437811,35.5294365909,494
32.306718776,35.5269279609,495
32.2165923093,35.524430513,496
32.1264643836,35.5219442018,497
32.0363350019,35.5194689825,498
31.9462041671,35.5170048103,499
31.856071882,35.5145516409,500
31.7659381494,35.5121094304,501
31.6758029724,35.5096781349,502
31.5856663536,35.5072577109,503
31.4955282961,35.5048481154,504
31.4053888027,35.5024493053,505
31.3152478764,35.5000612382,506
31.2251055201,35.4976838717,507
31.1349617367,35.4953171637,508
31.0448165291,35.4929610725,509
30.9546699003,35.4906155566,510
30.8645218532,35.4882805749,511
30.7743723908,35.4859560863,512
30.6842215161,35.4836420502,513
30.594069232,35.4813384262,514
30.5039155415,35.4790451742,515
30.4137604476,35.4767622543,516
30.3236039533,35.4744896269,517
30.2334460616,35.4722272526,518
30.1432867756,35.4699750925,519
30.0531260981,35.4677331076,520
29.9629640323,35.4655012594,521
29.8728005813,35.4632795096,522
29.782635748,35.46106782,523
29.6924695355,35.458866153,524
29.6023019468,35.4566744709,525
29.5121329851,35.4544927364,526
29.4219626534,35.4523209124,527
33.2957589469,35.6624460605,528
33.205656387,35.6597132174,529
33.115552322,35.6569925127,530
33.0254467547,35.6542838961,531
32.935339688,35.6515873176,532
32.8452311247,35.6489027274,533
32.7551210678,35.6462300761,534
32.6650095201,35.6435693146,535
32.5748964846,35.6409203943,536
32.484781964,35.6382832667,537
32.3946659613,35.6356578836,538
32.3045484794,35.6330441975,539
32.2144295213,35.6304421608,540
32.1243090898,35.6278517263,541
32.0341871879,35.6252728474,542
31.9440638185,35.6227054774,543
31.8539389845,35.6201495702,544
31.763812689,35.61760508,545
31.6736849348,35.6150719611,546
31.583555725,35.6125501683,547
31.4934250625,35.6100396566,548
31.4032929503,35.6075403813,549
31.3131593913,35.6050522981,550
31.2230243887,35.6025753629,551
31.1328879452,35.6001095318,552
31.0427500641,35.5976547615,553
30.9526107483,35.5952110086,554
30.8624700008,35.5927782303,555
30.7723278246,35.5903563839,556
30.6821842229,35.5879454271,557
30.5920391986,35.5855453178,558
30.5018927548,35.5831560141,559
30.4117448945,35.5807774747,560
30.3215956209,35.5784096581,561
30.2314449369,35.5760525235,562
30.1412928458,35.57370603,563
30.0511393505,35.5713701374,564
29.9609844542,35.5690448053,565
29.87082816,35.566729994,566
29.7806704709,35.5644256637,567
29.6905113903,35.562131775,568
29.600350921,35.5598482889,569
29.5101890663,35.5575751664,570
29.4200258294,35.5553123689,571
33.293412592,35.7697318808,572
33.2033180199,35.7668892516,573
33.1132219266,35.7640592475,574
33.0231243151,35.7612418162,575
32.9330251883,35.7584369055,576
32.8429245493,35.7556444637,577
32.7528224009,35.7528644395,578
32.6627187462,35.7500967819,579
32.5726135881,35.74734144,580
32.4825069296,35.7445983638,581
32.3923987737,35.741867503,582
32.3022891234,35.7391488081,583
32.2121779816,35.7364422297,584
32.1220653514,35.7337477189,585
32.0319512358,35.7310652268,586
31.9418356378,35.7283947053,587
31.8517185605,35.7257361062,588
31.7616000068,35.7230893819,589
31.6714799798,35.7204544849,590
31.5813584826,35.7178313682,591
31.4912355182,35.7152199851,592
31.4011110896,35.7126202889,593
31.3109852,35.7100322337,594
31.2208578524,35.7074557736,595
31.1307290499,35.704890863,596
31.0405987956,35.7023374567,597
30.9504670925,35.6997955098,598
30.8603339438,35.6972649777,599
30.7701993526,35.6947458159,600
30.680063322,35.6922379805,601
30.589925855,35.6897414276,602
30.499786955,35.6872561139,603
30.4096466249,35.6847819961,604
30.3195048679,35.6823190314,605
30.2293616872,35.679867177,606
30.139217086,35.6774263908,607
30.0490710673,35.6749966306,608
29.9589236344,35.6725778547,609
29.8687747904,35.6701700215,610
29.7786245386,35.6677730898,611
29.6884728821,35.6653870186,612
29.5983198242,35.6630117674,613
29.508165368,35.6606472955,614
29.4180095167,35.658293563,615
33.290973789,35.8770050473,616
33.2008875188,35.8740526849,617
33.1107997109,35.8711134339,618
33.0207103682,35.8681872399,619
32.9306194938,35.8652740488,620
32.8405270908,35.8623738068,621
32.7504331622,35.8594864608,622
32.660337711,35.8566119576,623
32.5702407404,35.8537502447,624
32.4801422533,35.8509012698,625
32.3900422529,35.848064981,626
32.2999407423,35.8452413267,627
32.2098377245,35.8424302557,628
32.1197332026,35.8396317171,629
32.0296271797,35.8368456604,630
31.9395196589,35.8340720353,631
31.8494106434,35.8313107921,632
31.7593001362,35.8285618811,633
31.6691881405,35.8258252531,634
31.5790746594,35.8231008593,635
31.4889596961,35.8203886512,636
31.3988432536,35.8176885804,637
31.3087253352,35.815000599,638
31.2186059439,35.8123246596,639
31.128485083,35.8096607147,640
31.0383627557,35.8070087174,641
30.948238965,35.8043686211,642
30.8581137142,35.8017403795,643
30.7679870064,35.7991239464,644
30.6778588449,35.7965192761,645
30.5877292328,35.7939263232,646
30.4975981734,35.7913450426,647
30.4074656699,35.7887753895,648
30.3173317255,35.7862173192,649
30.2271963434,35.7836707875,650
30.1370595268,35.7811357506,651
30.0469212791,35.7786121646,652
29.9567816033,35.7760999863,653
29.8666405029,35.7735991725,654
29.7764979811,35.7711096804,655
29.6863540411,35.7686314675,656
29.5962086861,35.7661644916,657
29.5060619196,35.7637087106,658
29.4159137447,35.7612640828,659
